Name,Ingredient,images_link,likes,step,difficulty
[日式紅豆餡銅鑼燒](https://icook.tw/recipes/292255),紅豆，細砂糖，鹽，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292255/0a2ea311343fd54f.jpg,205,8,難
[酸甜蕃茄梅乾](https://icook.tw/recipes/341165),蕃茄，梅事館-日式梅肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/341165/d4d01e4a82ad9dad.jpg,4,2,易
[日本餐廳口味漢堡排](https://icook.tw/recipes/269952),牛絞肉，豬絞肉，洋蔥泥，胡蘿蔔泥，雞蛋（1y以下兒童可不加），美乃滋，鹽巴、糖，中濃醬，番茄醬，熱水，起司,https://tokyo-kitchen.icook.network/uploads/recipe/cover/269952/41f7c09aacfbeb9f.jpg,860,9,難
[旺仔小饅頭](https://icook.tw/recipes/350329),蛋黃，砂糖，日本太白粉(片栗粉)，奶粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/350329/9fc26bd9fd579aa1.jpg,304,7,難
[日式核桃糰子](https://icook.tw/recipes/257916),糯米粉，水，無調味核桃，鹽，蜂蜜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/257916/bcfa6eed7c9aa851.jpg,39,5,中
[好簡單章魚燒 ](https://icook.tw/recipes/243552),低筋麵粉，牛奶，水，高麗菜丁，玉米粒，紅蘿蔔末，烹大師，薄鹽醬油，雞蛋，章魚水煮切丁，日式美乃滋，章魚燒醬，柴魚片，海苔粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/243552/eb4835f66c55aa71.jpg,793,5,中
[甜蔥炒牛肉](https://icook.tw/recipes/278933),里肌牛排肉（切片），甜紅椒（切片），日本大蔥，淡醬油，13香（用5香粉亦可），鹽，片栗粉，料酒（米酒可）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278933/790a2a09c7aa6822.jpg,614,10,難
[糖醋彩椒雞肉片](https://icook.tw/recipes/379659),雞胸肉，紅甜椒，黃甜椒，青蔥，蒜頭，鹽，米酒，黑胡椒粒，(日本)太白粉，蕃茄醬，烏醋，糖，醬油，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/379659/111089f3ae159fd4.jpg,172,11,難
[三種涼麵醬汁](https://icook.tw/recipes/305288),熟花生，白芝麻，醬油，紅糖，香油，蒜頭，芝麻醬，水，醬油，魚露，糖，檸檬汁，橄欖油，蒜，辣椒，九層塔，香菜，水，昆布，醬油，味霖，鰹魚粉，柴魚片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/305288/1096cd9da4386e58.jpg,"1,096",5,中
[日式滷肉飯_x000D_](https://icook.tw/recipes/287465),豬絞肉，味噌，糖，清酒或料理酒，水，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287465/c3240927ffd2dc83.jpg,297,4,易
[法式青蒜白花菜蘿蔔濃湯](https://icook.tw/recipes/401207),白花椰菜切碎，青蒜切細末，白蘿蔔切小片，鮮奶油，鮮奶，[煮蔬菜]熱開水，[裝飾用]小磨坊黑胡椒粗粒，日本日曬海鹽，小磨坊黑胡椒粗粒，Extra Virgin橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/401207/3a83ddf2815e955e.jpg,6,22,難
[香菇肉片湯麵](https://icook.tw/recipes/392466),火鍋或梅花肉片，片栗粉或太白粉，乾香菇 (泡軟，切絲)，其它種類菇，韭菜或蔥 (切段)，日式鰹魚或麵醬油，水，酒，米霖，糖，鹽、胡椒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/392466/e5b0d9c6c2a94a22.jpg,24,5,中
[日式海鮮烏龍湯麵](https://icook.tw/recipes/270909),花椰菜，皎白筍，乾干貝，草蝦，烏龍麵，柴魚，昆布，味霖，淡色醬油，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/270909/57a6b7e056b5f2ef.jpg,117,4,易
[柔軟無水生吐司](https://icook.tw/recipes/382570),鹽，白砂糖，全脂奶粉，全脂鮮奶，動物性鮮奶油，無糖優格，高筋麵粉（建議日本麵粉），速發酵母,https://tokyo-kitchen.icook.network/uploads/recipe/cover/382570/0e66c1d63238090d.jpg,38,9,難
[日式馬鈴薯燉肉](https://icook.tw/recipes/257477),馬鈴薯，紅蘿蔔，洋蔥，豬里肌，鰹魚露，味淋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/257477/a96db3bb5ecdef60.jpg,130,1,易
[日本7-11水煮蛋](https://icook.tw/recipes/266590),雞蛋，鹽巴,https://tokyo-kitchen.icook.network/uploads/recipe/cover/266590/81c257fee9382ce6.jpg,297,3,易
[紅藜日式親子丼](https://icook.tw/recipes/278932),豬肉絲，白洋蔥，豬肉高湯，米酒，日式醬油，味霖，紅藜飯，橄欖油，雞蛋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/278932/1f572e23b64db0af.jpg,15,5,中
[臘腸馬鈴薯飯](https://icook.tw/recipes/360001),白米，港式臘腸，毛豆仁，胡蘿蔔，洋蔥，大蒜切碎，台式醬油，日式醬油，白胡椒，熱水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/360001/d6f2d99247f778ad.jpg,119,11,難
[和風涼拌雞絲](https://icook.tw/recipes/256987),香菇，洋菜，五香豆乾，蒜頭，薑，西芹，紅蘿蔔，小黃瓜，雞肉，和風醬，糖，醋，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/256987/98bf6266171f6816.jpg,141,5,中
[日式味噌海苔司康](https://icook.tw/recipes/276978),杏仁粉，椰子粉，無鋁泡打粉，蒜粉，海苔粉，莫札瑞拉起司絲 或切達起司，全蛋，蛋黃，鮮奶油，味噌醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/276978/13dfb1fcc590409a.jpg,46,6,中
[牛肉押麥鴻禧菇飯](https://icook.tw/recipes/381058),牛肉，鴻禧菇，押麥，米，蒜頭磨碎，辣椒粒，鰹魚醬油，水，日本豉油，味淋，清酒，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/381058/568af4f31c8a320c.jpg,5,4,易
[日式海苔玉子燒](https://icook.tw/recipes/276980),幸福牧場放山雞蛋（購自家樂福），鹽巴，味霖（糖），水，牛奶，胡椒粉，沙拉油，廚房紙巾，海苔,https://tokyo-kitchen.icook.network/uploads/recipe/cover/276980/412df3196ca9b9ae.jpg,279,19,難
[爆炒馬鈴薯肉絲](https://icook.tw/recipes/358611),肉絲，馬鈴薯，辣椒，台?高級碘鹽，日式七味唐辛子，5珍寶健康調合油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/358611/fef1a6b7ea93b6a3.jpg,5,1,易
[正宗日本奈良式雜煮](https://icook.tw/recipes/280627),日式年糕，蘿蔔，紅蘿蔔，白味噌，昆布柴魚高湯，熟黃豆粉，砂糖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/280627/2e8081fa880357bc.jpg,12,4,易
[日式櫻花蝦炒高麗菜](https://icook.tw/recipes/269488),高麗菜，櫻花蝦，蒜頭,https://tokyo-kitchen.icook.network/uploads/recipe/cover/269488/dfd0f20a8bce9c59.jpg,260,3,易
[草莓大福](https://icook.tw/recipes/288014),糯米粉，砂糖，水，草莓??，片栗粉，紅豆餡,https://tokyo-kitchen.icook.network/uploads/recipe/cover/288014/d04d7b95f35fe3ef.jpg,251,7,難
[簡單料理鴨賞炒蒜苗](https://icook.tw/recipes/344889),鴨賞，蒜頭，辣椒，蒜苗，日式醬油，米酒，橄欖油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/344889/eb1d084390116ca6.jpg,41,4,易
[鮮蔬海陸溫沙拉](https://icook.tw/recipes/352052),玉米筍，青花菜，雞胸肉，白蝦，日式芥末油醋醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/352052/fd4ca6e53ff22555.jpg,179,1,易
[日式炒烏龍 (露營OK)](https://icook.tw/recipes/274762),烏龍麵，高麗菜 (切片)，蔥 (切段)，肉片或中卷，高湯(柴魚、昆布或其他皆可))，其他野菜(紅椒、小番茄等)，柴魚，醬油，米霖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/274762/4e43dd200e75017d.jpg,121,5,中
[紅酒日式漢堡排](https://icook.tw/recipes/261606),豬絞肉，牛絞肉，洋蔥，雞蛋，麵包粉，牛奶，胡椒粉，鹽，紅酒，醬油膏 / 伍斯特醬，蕃茄醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/261606/0b2a714b558fb0b0.jpg,"1,364",3,易
[蛋煎饅頭佐煎蛋](https://icook.tw/recipes/354805),無糖饅頭(小)，蛋，柚肉和風醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/354805/1cf97958ccc5ae5f.jpg,14,8,難
[日式芝麻青芥末脆雞塊](https://icook.tw/recipes/286823),去骨雞腿肉，鹽，胡椒粉，太白粉，日式青芥末醬，美乃滋，室溫水，白芝麻，蔥花,https://tokyo-kitchen.icook.network/uploads/recipe/cover/286823/79437b93f3806b3d.jpg,61,4,易
[日式牛肉烏龍麵](https://icook.tw/recipes/262511),火鍋牛肉片，洋蔥，味醂，烏龍麵，橄欖油，昆布高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/262511/6c1148bfa35ef6a7.jpg,"1,305",8,難
[牛肉丼](https://icook.tw/recipes/364045),牛肉片，洋?，姜泥，青蔥，白芝麻，日式?油，味霖，清酒，昆布柴?高?/清水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/364045/cd870df445d4e403.jpg,31,4,易
[蝦仁蒸蛋](https://icook.tw/recipes/366074),日本豆腐，大?，?蛋，小?，胡?卜，精?，料酒，蒸?豉油，食用油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/366074/6a44b4ac89cb294e.jpg,7,6,中
[章魚燒](https://icook.tw/recipes/384053),魷魚/章魚，玉米粒，柴魚片，美乃滋，珍青鬆/海苔絲，高麗菜絲，油，章魚燒粉，水，蛋，和風醬油，二砂糖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/384053/449a6bee5899745b.jpg,159,11,難
[日式昆布高湯](https://icook.tw/recipes/262289),昆布，柴魚片，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/262289/4de5963e0aa28dd5.jpg,212,5,中
[佛蒙特日式咖哩雞](https://icook.tw/recipes/263509),佛蒙特咖哩塊（中辣），馬鈴薯，紅蘿蔔 (馬鈴薯的一半量)，洋蔥 (或一顆)，雞腿排肉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/263509/76e76ebacca25fb2.jpg,418,10,難
[正宗日式昆布柴魚高湯](https://icook.tw/recipes/279882),昆布乾片，柴魚片，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/279882/cf01443816b7109f.jpg,63,4,易
[日式炒麵](https://icook.tw/recipes/268100),宮武讚岐炒麵，高麗菜，五花肉片，青蔥段，雞蛋，白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/268100/a17191ed15167829.jpg,94,5,中
[焗烤鮪魚吐司披薩](https://icook.tw/recipes/377873),厚片吐司，罐頭水煮鮪魚，罐頭玉米粒，柚肉和風醬，黑胡椒粒/蒜粉，焗烤起司絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/377873/b5471d70c7a61c65.jpg,35,6,中
[漬菇菇](https://icook.tw/recipes/274128),各種菇類，柴魚，辣椒 (可略)，醬油，米霖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/274128/febf40f6360cee83.jpg,73,3,易
[鮮蝦芙蓉蒸蛋](https://icook.tw/recipes/372685),嫩豆腐和雞蛋豆腐，青蔥絲，辣椒絲，雞蛋，鹽，米酒，蝦仁，米酒，鹽，玉米粉，日式淡醬油（或是醬油加水稀釋），味霖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/372685/2ae647399f226aa1.jpg,219,5,中
[和風醬漬小黃瓜](https://icook.tw/recipes/252657),小黃瓜，薑泥或薑末，醬油，烏醋，砂糖，香油，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/252657/d44df7e70035e396.jpg,69,3,易
[明太子鮭魚烤飯糰](https://icook.tw/recipes/359104),米，鮭魚，明太子醬包，日式美乃滋，鹽，醬油，乾燥巴西里葉，海苔片,https://tokyo-kitchen.icook.network/uploads/recipe/cover/359104/9c7de3f7167c72b4.jpg,200,15,難
[味噌漬蛋黃四季豆](https://icook.tw/recipes/362718),四季豆，日式味噌漬蛋黃，蒜碎，辣椒，酒，味霖，醬油，胡椒粉，昆布柴魚高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/362718/a0b5b1c3a0c54fad.jpg,1,3,易
[抹茶/東方美人茶巴斯克](https://icook.tw/recipes/371390),奶油乳酪，鮮奶油，土雞蛋，上白糖，抹茶粉，東方美人茶包，細玉米粉或日本太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371390/d5fdf650e2909a7f.jpg,15,14,難
[日式紅燒鮪魚](https://icook.tw/recipes/247793),鮪魚背肉：，水：，?油：，清酒：，薑片：，味醂：,https://tokyo-kitchen.icook.network/uploads/recipe/cover/247793/def3cc75b2ea4203.jpg,126,2,易
[免油炸「日式炸雞」小小孩也能吃 ?](https://icook.tw/recipes/289417),雞肉，東丸炸雞粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/289417/d2fd23dfba41e9d5.jpg,81,10,難
[章魚燒](https://icook.tw/recipes/396596),透抽(或自己喜歡的海鮮料)，高麗菜，蔥，甜味美奶滋，海苔粉，柴魚片，章魚燒醬(可有可無），竹籤，低筋麵粉，雞蛋，牛奶，冷開水，鹽，鰹魚粉，醬油，薑泥(可用日式紅薑替代）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/396596/4987ad7ddae22e95.jpg,189,17,難
[照燒雞腿飯](https://icook.tw/recipes/371457),去骨大雞腿，綠花菜，胡蘿蔔，食鹽，薑泥，日式醬油(口味任選)，台式醬油，蜂蜜，老抽或深色醬油，味霖，水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371457/195cbf15c36cb334.jpg,222,12,難
[日式千層白菜豬肉鍋](https://icook.tw/recipes/274506),山東大白菜，梅花肉火鍋肉片，青江菜，紅蘿蔔，鴻喜菇，牛頭牌昆布海鮮高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/274506/b9d0e8c2a0c85320.jpg,191,7,難
[肉末蒸蛋](https://icook.tw/recipes/362085),雞蛋，水，豬絞肉，蒜頭，青蔥，醬油膏，白胡椒粉，米酒，糖，鹽，米酒，鰹魚醬油 (日式醬油)，味醂,https://tokyo-kitchen.icook.network/uploads/recipe/cover/362085/8197d8922307bc1c.jpg,380,7,難
[茶碗蒸 ](https://icook.tw/recipes/255195),雞蛋，高湯，鹽，醬油，味淋，蛤蜊，雞胸肉，香菇，蝦仁,https://tokyo-kitchen.icook.network/uploads/recipe/cover/255195/05de3461aa101bb0.jpg,123,4,易
[梅花金菇捲](https://icook.tw/recipes/344044),豬梅花火鍋肉片，金針菇，日式芥末椒鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/344044/c383c3232ecf9edc.jpg,23,8,難
[金針菇烘蛋](https://icook.tw/recipes/338502),金針菇，雞蛋，紅蘿蔔碎，日式醬油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/338502/b5d50ef5c184a03c.jpg,16,11,難
[日式牛肉壽喜燒鍋](https://icook.tw/recipes/267510),雪花牛肉片(火鍋肉片)，金針菇，美白菇，鴻禧菇，娃娃菜，大白菜，板豆腐，洋蔥，蔥，蒟蒻，生香菇，紅蘿蔔，醬油，清酒，味醂，冷開水，蛋，醬油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/267510/e2168519150dce64.jpg,207,17,難
[鍋燒海鮮麵疙瘩](https://icook.tw/recipes/380387),麵疙瘩，紅蘿蔔，蔥，蝦仁，白帶魚捲，黑潮市集蟹黃餛飩，蛤蠣，沙茶，日本湯料(昆布/魚板），仁廚蜆精,https://tokyo-kitchen.icook.network/uploads/recipe/cover/380387/980c09a35dfca121.jpg,36,3,易
[梅乾肉丸子](https://icook.tw/recipes/380191),豬絞肉，梅乾菜，蒜頭，青蔥，醬油，米酒，(日本)太白粉，糖，(黑)胡椒粒(粉)，香油，醬油，米酒，水，糖，(黑)胡椒粒(粉),https://tokyo-kitchen.icook.network/uploads/recipe/cover/380191/6689808e8d8b624f.jpg,52,10,難
[日式咖哩飯](https://icook.tw/recipes/247119),雞腿肉切塊，紅蘿蔔 (滾刀切塊)，馬鈴薯 (滾刀切塊)，咖哩塊，洋蔥切絲,https://tokyo-kitchen.icook.network/uploads/recipe/cover/247119/f28f145de0aa8bd0.jpg,"2,178",7,難
[簡單日式蒸蛋](https://icook.tw/recipes/254336),蔥花，蛋五個，鰹魚粉（一個蛋一個1/4t)，鹽，水（蛋汁的二倍），新鮮小香菇（或大香菇切片），肉片（吻仔魚、雞肉），玉米粒，黑胡椒粒（可省略）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/254336/0a653a63f99bb46f.jpg,"1,210",7,難
[日式香蒜燒肉](https://icook.tw/recipes/267529),松阪豬肉or豬頸肉，蒜末，醬油，米酒，砂糖，烏醋,https://tokyo-kitchen.icook.network/uploads/recipe/cover/267529/6647380a1d1f2cc5.jpg,160,5,中
[月見山藥蕎麥麵](https://icook.tw/recipes/371526),蕎麥麵，日本山藥，蔥，蛋黃，自製柴魚醬油(濃縮)，水，醬油，味霖，砂糖，昆布，柴魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371526/bc162c0c89ec9379.jpg,40,4,易
[日式紅豆牛奶糰子](https://icook.tw/recipes/261221),糯米粉，水，紅豆牛奶,https://tokyo-kitchen.icook.network/uploads/recipe/cover/261221/80026a630e96ed3e.jpg,44,8,難
[日式燒肉飯](https://icook.tw/recipes/261136),五花肉，洋蔥，米飯，鰹魚露，香菇素蠔油，味醂，米酒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/261136/32ef7312f1add709.jpg,"1,144",9,難
[好料照燒雞肉串](https://icook.tw/recipes/353309),桂冠省時百搭好料包，去骨雞腿排，青椒，紅椒，黃椒，白芝麻粒，竹籤，桂冠日式照燒醬，鹽，米酒，桂冠日式照燒醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/353309/2ffa6620affd9be9.jpg,25,7,難
[奶油南瓜雞肉燕麥炊飯](https://icook.tw/recipes/352365),南瓜，雞腿肉，燕麥，白米，水，蔥，日式醬油，味霖，有鹽奶油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/352365/e8578f0a7d37e9e6.jpg,449,14,難
[柴魚炒菇 ](https://icook.tw/recipes/287862),大型菇類 (切半)，柴魚，醬油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/287862/b7affb4a7f38ac04.jpg,84,3,易
[日式金菇漬/牛蒡漬](https://icook.tw/recipes/292407),金菇，牛蒡,https://tokyo-kitchen.icook.network/uploads/recipe/cover/292407/3712026aad9371b2.jpg,45,10,難
[簡易日式風味釜飯](https://icook.tw/recipes/276388),米，高麗菜，舞菇，雞腿肉，日式鰹魚醬油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/276388/803a578728da73de.jpg,43,4,易
[日式炒牛蒡](https://icook.tw/recipes/253907),牛蒡，橄欖油 醬油 海鹽 水，熟白芝麻,https://tokyo-kitchen.icook.network/uploads/recipe/cover/253907/12178abcea0630e4.jpg,95,1,易
[和風薑汁燒肉/牛肉](https://icook.tw/recipes/282116),醬油，米酒，糖，薑泥，麻油（醃肉），味醂，洋蔥，紅蘿蔔（可不加），肉片（牛）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/282116/030b7359829ac2f8.jpg,279,6,中
[日式馬鈴薯沙拉_x000D_](https://icook.tw/recipes/288920),馬鈴薯，水煮蛋，小黃瓜，奶油，美乃滋，醋，鹽，即磨黑胡椒粉，巴西利香料或義大利綜合香料,https://tokyo-kitchen.icook.network/uploads/recipe/cover/288920/92abd3418eaf2873.jpg,454,3,易
[清爽酪梨章魚丼飯](https://icook.tw/recipes/350547),酪梨，章魚生魚片，?昆布，醬油，日式麵露，醋，芥末,https://tokyo-kitchen.icook.network/uploads/recipe/cover/350547/771599b1611440b6.jpg,16,4,易
[日式舞菇嫩蛋三明治飯糰](https://icook.tw/recipes/305532),熟白飯，御飯糰用海苔，小黃瓜，蛋，高湯粉，好菇道舞菇，大蒜，醬油，糖，麻油,https://tokyo-kitchen.icook.network/uploads/recipe/cover/305532/2bf8a740405f23cb.jpg,93,11,難
[日式馬鈴薯燉肉](https://icook.tw/recipes/246996),馬鈴薯，紅蘿蔔，梅花豬肉薄片(全聯)，洋蔥，雪白菇，味霖，青花菜，柴魚片，醬油，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/246996/9bd88decff1235d2.jpg,491,9,難
[乾煎板豆腐](https://icook.tw/recipes/345050),板豆腐，蔥，柴魚片，日式酸橘醋醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/345050/6319842788ce8a0a.jpg,32,3,易
[蔥肉山藥卷](https://icook.tw/recipes/371394),豬里肌肉片（薄片），蔥（切段），日本山藥（切小條），白芝麻，鹽，胡椒粉，胡麻醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/371394/01c6728187b61a70.jpg,135,7,難
[日式玉子燒](https://icook.tw/recipes/258671),雞蛋，鹽，味琳，(用糖代替味琳),https://tokyo-kitchen.icook.network/uploads/recipe/cover/258671/e236002c875eb1c3.jpg,531,5,中
[日式櫻花蝦烤飯糰](https://icook.tw/recipes/291259),煮熟白飯，櫻花蝦，醬油，香油，蔥花，白芝麻粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/291259/d5f395a37a6f5077.jpg,176,5,中
[小熱狗麵包捲](https://icook.tw/recipes/341985),高筋麵粉，無鹽奶油，砂糖，鹽，牛奶，速酵母，日式香腸，熟黑芝麻粒,https://tokyo-kitchen.icook.network/uploads/recipe/cover/341985/50c9da792668957b.jpg,42,10,難
[日式章魚燒](https://icook.tw/recipes/260774),低筋麵粉，牛奶，水，蛋，鰹魚粉（可加可不加），高麗菜，章魚,https://tokyo-kitchen.icook.network/uploads/recipe/cover/260774/504e7c8f01f02ad3.jpg,637,7,難
[日式馬鈴薯燉雞腿肉](https://icook.tw/recipes/260540),馬鈴薯，紅蘿蔔，洋蔥，蒜頭，去骨雞腿肉，蔥絲（裝飾用），醬油，味霖，米酒，糖，黑胡椒粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/260540/ddf419b5b634b507.jpg,"3,421",4,易
[水信玄餅/雨滴蛋糕](https://icook.tw/recipes/263647),日本玄餅粉，水，鹽漬櫻花，櫻花粉，黃豆粉，黑糖蜜,https://tokyo-kitchen.icook.network/uploads/recipe/cover/263647/635a0b7ead771536.jpg,508,7,難
[玉米雞肉粥](https://icook.tw/recipes/379678),雞胸肉，玉米粒，玉米罐頭汁，蔥花，雞蛋，白飯，Costco特選和風鰹魚高湯包，水，醬油，米酒，白胡椒，雞粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/379678/55b2b4828cfee57c.jpg,42,4,易
[日式味噌豚汁](https://icook.tw/recipes/264026),香油，豬肉火鍋肉片，洋蔥（切絲），高湯或水，味噌，日式鰹魚醬油，米霖，蔥花，馬鈴薯（切塊），紅蘿蔔（切塊），豆腐（切小塊），鮮香菇(切條)或柳松菇,https://tokyo-kitchen.icook.network/uploads/recipe/cover/264026/2ae3bd2d9c66812c.jpg,310,6,中
[日式炸豬排](https://icook.tw/recipes/245300),松阪豬，樹薯粉，醬油，米酒，蒜末,https://tokyo-kitchen.icook.network/uploads/recipe/cover/245300/cefaa6a782793819.jpg,350,4,易
[日式醋香聖御院蕪菁頭](https://icook.tw/recipes/283429),聖御院蕪菁頭，薑絲，辣椒，鹽，酒，味霖，白米醋，昆布柴魚高湯,https://tokyo-kitchen.icook.network/uploads/recipe/cover/283429/67703e48081bceaa.jpg,7,3,易
[清炒茄子](https://icook.tw/recipes/339070),蒜頭，辣椒，茄子，和風醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/339070/d89977b7893c9ef7.jpg,45,4,易
[宇治金時羊羹](https://icook.tw/recipes/254998),寒天粉，水，紅豆，糖，若竹抹茶粉（一般也可）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/254998/cf3bad624a1f3e41.jpg,243,6,中
[日式和風高麗菜雜炊飯](https://icook.tw/recipes/224744),白米（大同電鍋米杯），內鍋水，外鍋水，高麗菜絲，紅蘿蔔絲，四季豆（洗淨切斜段），秀珍菇（洗淨切小塊），鹽（視個人口味斟酌），白胡椒粉，龜甲萬昆布香菇料亭和露,https://tokyo-kitchen.icook.network/uploads/recipe/cover/224744/b96c220da4b815b9.jpg,"1,754",5,中
[醃嫩薑](https://icook.tw/recipes/273372),嫩薑，鹽巴（出水用），水（煮薑用），壽司醋，糖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/273372/e6a1e8533be632c6.jpg,145,4,易
[照燒酢汁豆腐煎餅](https://icook.tw/recipes/288891),日本豆腐（或本地豆腐），豬絞肉，蔥段，醬油，美乃滋，醋，蛋液，鹽，糖，胡椒粉，薑泥，蒜泥，太白粉,https://tokyo-kitchen.icook.network/uploads/recipe/cover/288891/9614c89f80561ec1.jpg,418,7,難
[排骨芋頭粥](https://icook.tw/recipes/353208),米，香菇，芋頭，油蔥酥，里肌肉條，日式醬油，白胡椒粉，洋蔥,https://tokyo-kitchen.icook.network/uploads/recipe/cover/353208/8d0a6d7a7a6240fb.jpg,29,12,難
[排骨燜飯](https://icook.tw/recipes/359396),豬肋排，白米，玉米，胡蘿蔔，毛豆仁，碎蒜頭，台式醬油，日式醬油，冰糖，米酒，清水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/359396/a32244cc4eb656be.jpg,162,13,難
[日式雞腿肉炒烏龍麵](https://icook.tw/recipes/259401),去骨雞腿肉，洋蔥，香菇，紅蘿蔔，高麗菜，青蔥，烏龍麵，米酒，醬油，味醂，柴魚片，香菇水,https://tokyo-kitchen.icook.network/uploads/recipe/cover/259401/61179faeff91c891.jpg,"1,001",9,難
[和風清爽涼拌黑木耳](https://icook.tw/recipes/268767),市售乾木耳，蒜末，香菜，以下為醬汁，薄鹽醬油（柴魚醬油），糖，香油，烏醋，鹽,https://tokyo-kitchen.icook.network/uploads/recipe/cover/268767/7b835cbffeefc7f3.jpg,253,3,易
[味噌油豆腐排](https://icook.tw/recipes/352967),油豆腐，蔥花，日式七味粉，味噌，味霖，冷開水，花生辣椒醬,https://tokyo-kitchen.icook.network/uploads/recipe/cover/352967/4fbbca353a4de0b1.jpg,9,5,中
[辣醬拌豆干](https://icook.tw/recipes/350316),豆干，水波蛋，蔥，日式燒肉醬，花生辣椒醬，味霖,https://tokyo-kitchen.icook.network/uploads/recipe/cover/350316/1ca9d56d3dcac51f.jpg,9,4,易
[咖喱肉醬貝殼麵](https://icook.tw/recipes/386817),咖哩粉(印度/泰式隨性皆可)，日式咖哩塊，乳酪絲or起司片，辣椒，義式綜合香料，黑/白胡椒，牛（豬）絞肉，洋蔥??，貝殼麵，奶油（可略）,https://tokyo-kitchen.icook.network/uploads/recipe/cover/386817/31c33ab48e505a26.jpg,67,15,難
[日式滷豆腐](https://icook.tw/recipes/252960),涓豆腐（嫩豆腐）：，五花肉片：，洋蔥：，鹽：，清酒：，糖：，醬油：，柴魚汁：,https://tokyo-kitchen.icook.network/uploads/recipe/cover/252960/3e891629cb1cf75d.jpg,215,5,中
[日式黃金炸豆腐](https://icook.tw/recipes/258919),雞蛋豆腐，樹薯粉（地瓜粉），太白粉，沙拉油，檸檬汁，魚露，糖，冷開水，烏醋，蒜末,https://tokyo-kitchen.icook.network/uploads/recipe/cover/258919/f15c8491c9ab8471.jpg,109,4,易
